exp_id,Temp,Press,Solvent,Time,conversion (%),ee (%),Comp._1,Comp._2,Comp._3,Comp._4,Comp._5,Mol. wt._1,Mol. wt._2,Mol. wt._3,Mol. wt._4,Mol. wt._5,mols_1,mols_2,mols_3,mols_4,mols_5,Eq. wt._1,Eq. wt._2,Eq. wt._3,Eq. wt._4,Eq. wt._5,Wt. taken_1,Wt. taken_2,Wt. taken_3,Wt. taken_4,Wt. taken_5
KK-425,60°C,30 bar,Methanol, 18 hrs,50%,84%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.4200 mmol,--,100 ,1 ,1.2 ,200 ,--,86 mg ,1 mg ,1.3 mg ,59 mg ,--
KK-426,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2.2 mg ,3 mg ,--
KK-427,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0630 mmol,--,100 ,1 ,2 ,30 ,--,86 mg ,1 mg ,2.2 mg ,9 mg ,--
KK-428,60°C,30 bar,Methanol, 18 hrs,20%,89%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium salicylate ,--,405.30 ,468.30 ,526.51 ,155.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2.2 mg ,3 mg ,--
KK-429,60°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium salicylate ,--,405.30 ,468.30 ,526.51 ,155.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0630 mmol,--,100 ,1 ,2 ,30 ,--,86 mg ,1 mg ,2.2 mg ,9 mg ,--
KK-430,60°C,30 bar,Methanol, 18 hrs,10%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium chloride ,--,405.30 ,468.30 ,526.51 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2.2mg ,1 mg ,--
KK-431,70°C,30 bar,Methanol, 24 hrs,34%,88%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Butyl phosphoric acid ,--,405.30 ,468.30 ,526.51 ,138.10 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2.2mg ,3 mg ,--
KK-432,70°C,30 bar,Methanol, 24 hrs,63%,90%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,dibutyl phosphate ,--,405.30 ,468.30 ,526.51 ,210.21 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2.2mg ,4 mg ,--
KK-433,70°C,30 bar,Methanol, 24 hrs,05%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,tributyl phosphate ,--,405.30 ,468.30 ,526.51 ,266.31 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2.2mg ,6 mg ,--
KK-434,60°C,30 bar,Methanol, 18 hrs	,27%,91%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,tBu-Josiphos ,Ammonium chloride ,--,405.30 ,468.30 ,542.45 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,1 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1.1 mg ,1 mg ,--
KK-435,50°C,30 bar,Methanol, 18 hrs,60%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.1050 mmol,--,100 ,1 ,2 ,50 ,--,86 mg ,1 mg ,2.2 mg ,15 mg ,--
KK-436,50°C,30 bar,Methanol, 18 hrs,90%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,30 mg ,--
KK-437,50°C,30 bar,Methanol, 18 hrs,90%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.3150 mmol,--,100 ,1 ,2 ,150 ,--,86 mg ,1 mg ,2.2 mg ,44 mg ,--
KK-438,50°C,30 bar,Methanol, 18 hrs,90%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,58 mg ,--
KK-439,50°C,30 bar,TFE, 18 hrs,95%,80%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.4200 mmol,--,100 ,1 ,2 ,200 ,--,86 mg ,1 mg ,2.2 mg ,58 mg ,--
KK-440,50°C,20 bar,Methanol, 18 hrs,40%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.2135 mmol,--,100 ,1 ,1.2 ,100 ,--,86 mg ,1 mg ,1.3 mg ,28 mg ,--
KK-441,50°C,20 bar,Methanol, 18 hrs,40%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,28 mg ,--
KK-442,60°C,20 bar,Methanol, 18 hrs,90%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,1.2 ,100 ,--,86 mg ,1 mg ,1.3 mg ,28 mg ,--
KK-443,50°C,30 bar,Methanol, 18 hrs,10%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,--,--,405.30 ,468.30 ,526.51 ,--,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,--,--,100 ,1 ,1.2 ,--,--,86 mg ,1 mg ,1.3 mg ,--,--
KK-444,50°C,30 bar,Methanol, 18 hrs,60%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.2135 mmol,--,100 ,1 ,1.2 ,100 ,--,86 mg ,1 mg ,1.3 mg ,28 mg ,--
KK-447,60°C,30 bar,Methanol, 18 hrs	,30%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,tBu-Josiphos ,Ammonium chloride ,--,405.30 ,468.30 ,542.45 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0021 mmol,0.0213 mmol,--,1 ,1 ,1 ,10 ,--,86 mg ,1 mg ,1.1 mg ,1 mg ,--
KK-448,60°C,30 bar,Methanol, 18 hrs,90%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,3 mg ,--
KK-449,60°C,30 bar,methanol, 65 hrs,10%,72%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,--,--,405.30 ,468.30 ,526.51 ,--,--,0.2135 mmol,0.0021 mmol,0.0031 mmol,--,--,100 ,1 ,1.5 ,--,--,86 mg ,1 mg ,1.7 mg ,--,--
KK-450,60°C,30 bar,Methanol, 65 hrs,70%,79%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium chloride ,--,405.30 ,468.30 ,526.51 ,53.49 ,--,0.2135 mmol,0.0021 mmol,0.0031 mmol,0.0213 mmol,--,100 ,1 ,1.5 ,10 ,--,86 mg ,1 mg ,1.7 mg ,1 mg ,--
KK-451,60°C,30 bar,methanol, 65 hrs,70%,89%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0031 mmol,0.0213 mmol,--,100 ,1 ,1.5 ,10 ,--,86 mg ,1 mg ,1.7 mg ,3 mg ,--
KK-455,60°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Triethyl amine ,--,405.30 ,468.30 ,526.51 ,101.19 ,--,0.2135 mmol,0.0021 mmol,0.0025 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.3 mg ,2 mg ,--
KK-456,60°C,30 bar,methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,--,--,--,405.30 ,468.30 ,--,--,--,0.2135 mmol,0.0021 mmol,--,--,--,100 ,1 ,--,--,--,86 mg ,1 mg ,--,--,--
KK-457,50°C,15 bar,Methanol, 24 hrs,15%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.0105 mmol,--,100 ,1 ,1.1 ,5 ,--,86 mg ,1 mg ,1.2 mg ,1.5 mg ,--
KK-458,55°C,15 bar,Methanol, 24 hrs,20%,90%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium salicylate ,Salicylic acid ,405.30 ,468.30 ,526.51 ,155.12 ,138.12 ,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.0105 mmol,0.0105 mmol,100 ,1 ,1.1 ,5 ,5 ,86 mg ,1 mg ,1.2 mg ,1.6 mg ,1.5 mg 
KK-459,60°C,20 bar,Methanol, 18 hrs,70%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0014 mmol,0.2135 mmol,--,100 ,1 ,0.7 ,100 ,--,86 mg ,1 mg ,0.7 mg ,29 mg ,--
KK-460,60°C,10 bar,Methanol, 65 hrs,40%,80%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.0105 mmol,--,100 ,1 ,1.1 ,5 ,--,86 mg ,1 mg ,1.2 mg ,1.5 mg ,--
KK-461,60°C,20 bar,Methanol, 18 hrs	,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,tBu-Josiphos ,Ammonium chloride ,--,405.30 ,468.30 ,542.45 ,53.49 ,--,0.2052 mmol,0.3x10-3 mmol,0.3x10-3 mmol,0.3x10-3 mmol,--,1 ,0.0015 ,0.0016 ,0.0015 ,--,83 mg ,0.14 mg ,0.17 mg ,0.01 mg ,--
KK-462,60°C,20 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Ammonium chloride ,--,405.30 ,468.30 ,526.51 ,53.49 ,--,0.2052 mmol,0.3x10-3 mmol,0.3x10-3 mmol,0.3x10-3 mmol,--,1 ,0.0015 ,0.0016 ,0.0015 ,--,83 mg ,0.14 mg ,0.17 mg ,0.01 mg ,--
KK-463,60°C,30 bar,Methanol, 18 hrs	,76%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,tBu-Josiphos ,Ammonium chloride ,--,405.30 ,468.30 ,542.45 ,53.49 ,--,0.2052 mmol,0.3x10-2 mmol,0.3x10-2 mmol,0.3x10-2 mmol,--,1 ,0.015 ,0.016 ,0.015 ,--,83 mg ,1.4 mg ,1.7 mg ,0.1 mg ,--
KK-464,60°C,30 bar,Methanol, 18 hrs	,60%,89%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,tBu-Josiphos ,Ammonium chloride ,--,405.30 ,468.30 ,542.45 ,53.49 ,--,0.2052 mmol,0.3x10-2 mmol,0.3x10-2 mmol,0.3x10-2 mmol,--,1 ,0.015 ,0.016 ,0.015 ,--,83 mg ,1.4 mg ,1.7 mg ,0.1 mg ,--
KK-465,60°C,30 bar,Methanol, 18 hrs,40%,79%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2052 mmol,0.3x10-2 mmol,0.3x10-2 mmol,0.3x10-2 mmol,--,1 ,0.015 ,0.016 ,0.015 ,--,83 mg ,1.4 mg ,1.7 mg ,0.1 mg ,--
KK-466,60°C,30 bar,Methanol, 18 hrs,35%,83%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2052 mmol,0.3x10-2 mmol,0.3x10-2 mmol,0.3x10-2 mmol,--,1 ,0.015 ,0.016 ,0.015 ,--,83 mg ,1.4 mg ,1.7 mg ,0.1 mg ,--
KK-467,60°C,30 bar,Methanol, 24 hrs,95%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.2135 mmol,--,100 ,1 ,1.2 ,100 ,--,86 mg ,1 mg ,1.2 mg ,28 mg ,--
KK-468,60°C,30 bar,Methanol, 24 hrs,98%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,28 mg ,--
KK-469,60°C,30 bar,Methanol, 24 hrs,12%,65%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.0021 mmol,--,100 ,1 ,1.2 ,1 ,--,86 mg ,1 mg ,1.2 mg ,0.3 mg ,--
KK-470,60°C,30 bar,Methanol, 24 hrs,20%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0042 mmol,--,100 ,1 ,2 ,2 ,--,86 mg ,1 mg ,2.2 mg ,0.6 mg ,--
KK-471,60°C,30 bar,Methanol, 24 hrs,10%,72%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.0042 mmol,--,100 ,1 ,1.2 ,2 ,--,86 mg ,1 mg ,1.2 mg ,0.6 mg ,--
KK-472,60°C,30 bar,Methanol, 24 hrs,20%,85%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0042 mmol,--,100 ,1 ,2 ,2 ,--,86 mg ,1 mg ,2.2 mg ,0.6 mg ,--
KK-473,50°C,30 bar,Methanol, 24 hrs,62%,91%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.1050 mmol,--,100 ,1 ,1.2 ,50 ,--,86 mg ,1 mg ,1.2 mg ,15 mg ,--
KK-474,50°C,30 bar,Methanol, 24 hrs,80%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.1050 mmol,--,100 ,1 ,2 ,50 ,--,86 mg ,1 mg ,2.2 mg ,15 mg ,--
KK-475,50°C,30 bar,Methanol, 24 hrs,11%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.2 mg ,3 mg ,--
KK-476,50°C,30 bar,Methanol, 24 hrs,11%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.0105 mmol,--,100 ,1 ,1.2 ,5 ,--,86 mg ,1 mg ,1.2 mg ,1.5 mg ,--
KK-477,50°C,30 bar,Methanol, 24 hrs,18%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0213 mmol,--,100 ,1 ,2 ,10 ,--,86 mg ,1 mg ,2.2 mg ,3 mg ,--
KK-478,50°C,30 bar,Methanol, 24 hrs,17%,87%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.0105 mmol,--,100 ,1 ,2 ,5 ,--,86 mg ,1 mg ,2.2 mg ,1.5 mg ,--
KK-479,50°C,30 bar,Methanol, 18 hrs,02%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.2135 mmol,--,100 ,1 ,1.2 ,100 ,--,86 mg ,1 mg ,1.2 mg ,28 mg ,--
KK-480,50°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.2135 mmol,--,100 ,1 ,1.2 ,100 ,--,86 mg ,1 mg ,1.2 mg ,28 mg ,--
KK-481,50°C,30 bar,Methanol, 18 hrs,30%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.4270 mmol,0.0042 mmol,0.0050 mmol,0.2135 mmol,--,100 ,1 ,1.2 ,50 ,--,173 mg ,2 mg ,2.7 mg ,29 mg ,--
KK-482,50°C,30 bar,Methanol, 18 hrs,30%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.4270 mmol,0.0042 mmol,0.0084 mmol,0.2135 mmol,--,100 ,1 ,2 ,50 ,--,173 mg ,2 mg ,4.4 mg ,29 mg ,--
KK-483,50°C,30 bar,Methanol, 18 hrs,15%,89%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Formic acid ,--,405.30 ,468.30 ,526.51 ,46.03 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.0213 mmol,--,100 ,1 ,1.2 ,10 ,--,86 mg ,1 mg ,1.2 mg ,1 mg ,--
KK-484,50°C,30 bar,Methanol, 18 hrs,30%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0023 mmol,0.1050 mmol,--,100 ,1 ,1.2 ,50 ,--,86 mg ,1 mg ,1.2 mg ,15 mg ,--
KK-485,60°C,30 bar,Methanol, 24 hrs,98%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-486,60°C,30 bar,Methanol, 24 hrs,89%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-487,60°C,30 bar,Methanol, 24 hrs,95%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-488,60°C,30 bar,Methanol, 24 hrs,83%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.1050 mmol,--,100 ,1 ,2 ,50 ,--,86 mg ,1 mg ,2.2 mg ,15 mg ,--
KK-489,60°C,30 bar,Methanol, 18 hrs,98%,91%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-490,50°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-491,50°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-492,45°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-493,45°C,30 bar,Methanol, 18 hrs,00%,00%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-494,50°C,30 bar,Methanol, 18 hrs,99%,95%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.0740 mmol,0.0037 mmol,0.0074 mmol,0.0740 mmol,--,1 eq ,5 mol% ,10 mol% ,1 eq ,--,30 mg ,1.8 mg ,3.9 mg ,10 mg ,--
KK-495,50°C,30 bar,Methanol, 18 hrs,90%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-496,50°C,30 bar,Methanol, 18 hrs,95%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.2135 mmol,0.0021 mmol,0.0042 mmol,0.2135 mmol,--,100 ,1 ,2 ,100 ,--,86 mg ,1 mg ,2.2 mg ,29 mg ,--
KK-497,50°C,30 bar,Methanol, 6 hrs,96%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.0740 mmol,0.0037 mmol,0.0074 mmol,0.0740 mmol,--,1 eq ,5 mol% ,10 mol% ,1 eq ,--,30 mg ,1.8 mg ,3.9 mg ,10 mg ,--
KK-498,50°C,30 bar,Methanol, 6 hrs,65%,93%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.0740 mmol,0.0037 mmol,0.0074 mmol,0.0740 mmol,--,1 eq ,5 mol% ,10 mol% ,1 eq ,--,30 mg ,1.8 mg ,3.9 mg ,10 mg ,--
KK-499,50°C,30 bar,Methanol, 6 hrs,60%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.0740 mmol,0.0037 mmol,0.0074 mmol,0.0740 mmol,--,1 eq ,5 mol% ,10 mol% ,0.5 eq ,--,30 mg ,1.8 mg ,3.9 mg ,5 mg ,--
KK-500,50°C,30 bar,Methanol, 6 hrs,68%,92%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.0740 mmol,0.0037 mmol,0.0074 mmol,0.0740 mmol,--,1 eq ,5 mol% ,10 mol% ,0.5 eq ,--,30 mg ,1.8 mg ,3.9 mg ,5 mg ,--
KK-501,50°C,30 bar,Methanol, 3 hrs,70%,94%,Dehydrositagliptin (1) ,Rh(COD)2OTf ,L12 ,Salicylic acid ,--,405.30 ,468.30 ,526.51 ,138.12 ,--,0.0740 mmol,0.0037 mmol,0.0074 mmol,0.0740 mmol,--,1 eq ,5 mol% ,10 mol% ,1 eq ,--,30 mg ,1.8 mg ,3.9 mg ,10 mg ,--
