COMPOUND_ID	BIOACTIVITY_IN_BRIEF
CMNPD3751	cytotoxic in the brine shrimp Artemia salina and fertilized sea-urchin egg assays
CMNPD3752	cytotoxin
CMNPD3753	toxin | ichthyotoxic
CMNPD3756	antifungal | cytotoxic
CMNPD3757	antifungal | cytotoxic
CMNPD3758	antifungal | cytotoxic
CMNPD3759	cytotoxic
CMNPD3764	cytotoxic | inhibit the growth of L1210 and P388 leukaemia cells in vitro and active in the sea-urchin cell division assay
CMNPD3765	cytotoxic | inhibit the growth of L1210 and P388 leukaemia cells in vitro and active in the sea-urchin cell division assay
CMNPD3773	toxic
CMNPD3774	toxic
CMNPD3775	toxic
CMNPD3776	antitumour | antiviral | antifungal
CMNPD3777	antimicrobial
CMNPD3778	antimicrobial
CMNPD3779	antimicrobial
CMNPD3780	antimicrobial
CMNPD3781	antimicrobial
CMNPD3782	antimicrobial
CMNPD3786	antifungal | cytotoxicity
CMNPD3787	antifungal
CMNPD3788	cytotoxic
CMNPD3789	cytotoxic
CMNPD3790	cytotoxic | antifungal
CMNPD3792	anthelmintic
CMNPD3795	anthelmintic
CMNPD3798	stimulate antibiotic production | potent inhibitor of the pathogenic marine bacterium Listonella anguillara
CMNPD3812	antitumour
CMNPD3817	cytotoxic
CMNPD3818	cytotoxic
CMNPD3830	cytotoxic
CMNPD3831	toxicity in the brine shrimp assay
CMNPD3849	bind to the human leukotriene B4 receptor
CMNPD3852	ichthyotoxic
CMNPD3864	antiviral
CMNPD3865	antimicrobiol
CMNPD3870	antifungal
CMNPD3871	inhibit the hydrolysis of phosphatidylcholine by bee-venom phospholipase A2
CMNPD3874	cytotoxicity | anti-thrombocyte activity | vasodilative activity
CMNPD3884	antitumour | antifungal
CMNPD3891	potent immunosuppressive activity
CMNPD3892	cytotoxic
CMNPD3909	inhibit biofilm formation by P. aeruginosa, Vibrio harveyi and S. aureus | interfere with quorum sensing in Chromobacterium violaceum without affecting organism growth
CMNPD3928	cytotoxic
CMNPD3929	cytotoxic
CMNPD3930	anti-inflammatory
CMNPD3935	cytotoxic
CMNPD3936	cytotoxic
CMNPD3937	cytotoxic
CMNPD3938	cytotoxic
CMNPD3948	inhibit cell division in fertilized starfish eggs
CMNPD3949	inhibit cell division in fertilized starfish eggs
CMNPD3958	significant anti-inflammatory
CMNPD3959	significant anti-inflammatory
CMNPD3960	significant anti-inflammatory
CMNPD3961	significant anti-inflammatory | IA vs 4 HTCLs.
CMNPD3962	significant anti-inflammatory
CMNPD3981	antileukaemic
CMNPD3982	antileukaemic
CMNPD3983	inhibit cell division in fertilized starfish eggs
CMNPD3996	antifungal | molluscicidal | toxicity to brine shrimp
CMNPD4007	tumour promoter
CMNPD4012	antineoplastic agent
CMNPD4014	antifertility agent
CMNPD4015	antifertility agent
CMNPD4016	antifertility agent
CMNPD4018	potential alarm pheromone
CMNPD4019	potential alarm pheromone
CMNPD4020	antitumour
CMNPD4034	causative agent
CMNPD4035	toxic
CMNPD4036	anti-inflammatory
CMNPD4037	anti-inflammatory
CMNPD4038	anti-inflammatory
CMNPD4043	cytotoxic
CMNPD4044	cytotoxic
CMNPD4045	cytotoxic | antimicrobial
CMNPD4046	antifungal
CMNPD4054	cytotoxic
CMNPD4055	cytotoxic
CMNPD4056	cytotoxic
CMNPD4057	cytotoxic against the KB cell line
CMNPD4059	cytotoxic
CMNPD4060	cytotoxic
CMNPD4061	cytotoxic
CMNPD4098	antifungal
CMNPD4099	antifungal
CMNPD4100	antifungal
CMNPD4102	inhibit the growth of P388 lymphocytic leukemia cells
CMNPD4103	inhibit the growth of P388 lymphocytic leukemia cells
CMNPD4106	toxin
CMNPD4117	shellfish poisoning
CMNPD4118	shellfish poisoning
CMNPD4119	anthelmintic
CMNPD4120	antileukaemic
CMNPD4124	antileukaemic | Ca2+ ATPase activator
CMNPD4127	antibacterial | antimycotic
CMNPD4128	antibacterial | antimycotic
CMNPD4129	antibacterial | antimycotic
CMNPD4130	antibacterial | antimycotic
CMNPD4138	hepatotoxic
CMNPD4141	cytokynin
CMNPD4170	cytotoxic
CMNPD4171	cytotoxic
CMNPD4172	cytotoxic
CMNPD4188	inhibitor of mitotic cell division
CMNPD4189	cytotoxin
CMNPD4190	anti-plasmin inhibitor
CMNPD4197	aldose reductase inhibitor
CMNPD4198	aldose reductase inhibitor
CMNPD4205	antifungal | molluscicidal | toxicity to brine shrimp
CMNPD4222	plant growth regulator
CMNPD4224	growth stimulation in lettuce and rice seedlings
CMNPD4228	anthelmintic
CMNPD4229	anthelmintic
CMNPD4230	anthelmintic
CMNPD4244	cytotoxic | antifungal
CMNPD4245	cytotoxic | antifungal
CMNPD4246	in vitro immunosuppressive | antitumour
CMNPD4247	in vitro immunosuppressive | antitumour
CMNPD4248	in vitro immunosuppressive | antitumour
CMNPD4249	in vitro immunosuppressive | antitumour
CMNPD4250	in vitro immunosuppressive | antitumour
CMNPD4256	potent cytotoxic
CMNPD4257	cytotoxic
CMNPD4258	cytotoxic
CMNPD4259	cytotoxic
CMNPD4260	cytotoxic
CMNPD4261	cytotoxic | antifungal
CMNPD4266	potent antineoplastic
CMNPD4267	potent antineoplastic
CMNPD4268	potent antineoplastic
CMNPD4269	potent antineoplastic
CMNPD4273	cytotoxicity against KB cells
CMNPD4277	antifungal
CMNPD4280	ichthyotoxic
CMNPD4281	ichthyotoxic
CMNPD4282	ichthyotoxic
CMNPD4283	ichthyotoxic
CMNPD4284	ichthyotoxic
CMNPD4285	ichthyotoxic
CMNPD4286	ichthyotoxic
CMNPD4287	ichthyotoxic
CMNPD4288	cytotoxic | antifungal
CMNPD4289	cytotoxic | antifungal
CMNPD4290	cytotoxic | antifungal
CMNPD4291	cytotoxic | antifungal
CMNPD4292	cytotoxic | antifungal
CMNPD4293	potent thrombin inhibitor
CMNPD4294	potent thrombin inhibitor
CMNPD4295	cytotoxic
CMNPD4296	potent calcium-releasing activity in sarcoplasmic reticulum
CMNPD4299	cytotoxic | significant ichthyodeterrent
CMNPD4300	cytotoxic | significant ichthyodeterrent
CMNPD4301	cytotoxic | significant ichthyodeterrent
CMNPD4304	significant cytotoxicity in the L1210 assay
CMNPD4306	cytotoxin
CMNPD4313	anthelmintic
CMNPD4314	anthelmintic
CMNPD4315	cytotoxicity
CMNPD4316	cytotoxic
CMNPD4318	potent actomyosin ATPase activator
CMNPD4319	potent actomyosin ATPase activator
CMNPD4320	potent actomyosin ATPase activator
CMNPD4321	antimicrobial | inhibit Na+/K+ ATPase
CMNPD4322	antimicrobial | inhibit Na+/K+ ATPase
CMNPD4326	cytotoxic | antiinflammatory
CMNPD4327	cytotoxic | antiinflammatory
CMNPD4331	cytotoxic | antiinflammatory
CMNPD4332	cytotoxic
CMNPD4352	cytotoxic
CMNPD4358	cardiotonic
CMNPD4372	antimicrobial
CMNPD4383	cytotoxic
CMNPD4384	cytotoxic
CMNPD4385	potent antiviral agent
CMNPD4394	cytotoxic
CMNPD4395	cytotoxic
CMNPD4419	inhibit cell division of fertilized starfish eggs
CMNPD4423	ichthyotoxic | antimicrobial
CMNPD4424	ichthyotoxic | antimicrobial
CMNPD4425	ichthyotoxic | antimicrobial
CMNPD4426	ichthyotoxic | antimicrobial
CMNPD4429	in vitro cytotoxicity against L1210 cells
CMNPD4430	in vitro cytotoxicity against L1210 cells
CMNPD4431	cytokynin
CMNPD4454	cardiotoxic
CMNPD4467	platelet aggregation factor (PAF) antagonist
CMNPD4470	toxic to brine shrimp
CMNPD4504	cytotoxic
CMNPD4507	steatotic | cytotoxic
CMNPD4513	activate the enzyme phospholipase A2
CMNPD4514	cytotoxic
CMNPD4515	cytotoxic
CMNPD4516	cytotoxic
CMNPD4519	cytostatic
CMNPD4520	minor cytotoxic, inhibitor of HIV-1 integrase
CMNPD4523	ichthyotoxic
CMNPD4524	ichthyotoxic
CMNPD4525	ichthyotoxic
CMNPD4526	ichthyotoxic
CMNPD4527	ichthyotoxic
CMNPD4531	chthyotoxic
CMNPD4532	chthyotoxic
CMNPD4538	cytotoxic
CMNPD4539	ichthyodeterrent
CMNPD4540	ichthyodeterrent
CMNPD4543	insecticidal activity and cytotoxicity
CMNPD4544	insecticidal activity and cytotoxicity
CMNPD4548	antioxidative
CMNPD4550	antimicrobial
CMNPD4551	antifungal
CMNPD4552	antifungal
CMNPD4553	antifungal
CMNPD4554	antifungal
CMNPD4555	antifungal
CMNPD4560	antiviral
CMNPD4563	calmodulin antagonist activity
CMNPD4568	antitumour activity
CMNPD4569	antitumour activity
CMNPD4570	antitumour activity
CMNPD4571	antitumour activity
CMNPD4572	antitumour activity
CMNPD4573	antitumour activity
CMNPD4577	antimicrobial, inhibit the growth of fish RNA viruses and marine bacteria
CMNPD4579	cytotoxic | immunosuppressive
CMNPD4580	cytotoxic | immunosuppressive
CMNPD4611	cytotoxic
CMNPD4612	cytotoxic
CMNPD4613	cytotoxic and antifungal
CMNPD4628	antifungal
CMNPD4631	cytotoxicity, antifungal, and antiprotozoal activities
CMNPD4632	cytotoxicity, antifungal, and antiprotozoal activities
CMNPD4633	cytotoxicity, antifungal, and antiprotozoal activities
CMNPD4634	cytotoxicity, antifungal, and antiprotozoal activities
CMNPD4635	cytotoxicity, antifungal, and antiprotozoal activities
CMNPD4636	cytotoxicity, antifungal, and antiprotozoal activities
CMNPD4642	antimicrobial
CMNPD4647	cytotoxic
CMNPD4648	cytotoxic
CMNPD4659	PAF (platelet activating factor) antagonist
CMNPD4660	cytotoxic
CMNPD4661	cytotoxic
CMNPD4662	cytotoxic
CMNPD4663	cytotoxic
CMNPD4664	cytotoxic
CMNPD4665	cytotoxic
CMNPD4666	toxin
CMNPD4667	antifungal
CMNPD4670	inhibit the development of fertilized echinoderm eggs
CMNPD4673	antiviral
CMNPD4680	pollen germination and growth inhibitor
CMNPD4722	cytotoxic
CMNPD4728	cytotoxic
CMNPD4773	insecticidal | acaricidal
CMNPD4774	insecticidal | acaricidal
CMNPD4775	insecticidal | acaricidal
CMNPD4776	insecticidal | acaricidal
CMNPD4800	potent actomyosin ATPase activator
CMNPD4801	potent actomyosin ATPase activator
CMNPD4802	inhibit histidine decarboxylase
CMNPD4806	significant anti-inflammatory
CMNPD4807	significant anti-inflammatory
CMNPD4808	significant anti-inflammatory
CMNPD4827	cytotoxic
CMNPD4828	cytotoxic
CMNPD4829	cytotoxic
CMNPD4830	cytotoxic
CMNPD4831	cytotoxic
CMNPD4832	cytotoxic
CMNPD4833	cytotoxic
CMNPD4834	cytotoxic
CMNPD4835	cytotoxic
CMNPD4836	cytotoxic
CMNPD4837	cytotoxic
CMNPD4838	cytotoxic
CMNPD4839	antifungal | cytotoxic
CMNPD4840	inhibitor of protein phosphatases 1 and 2A
CMNPD4841	inhibitor of protein phosphatases 1 and 2A
CMNPD4842	inhibitor of protein phosphatases 1 and 2A
CMNPD4843	inhibitor of protein phosphatases 1 and 2A
CMNPD4844	potent cytotoxin
CMNPD4845	cytotoxic
CMNPD4846	cytotoxic
CMNPD4847	antiviral | peripheral analgesic
CMNPD4851	cytotoxin
CMNPD4852	cytotoxin
CMNPD4854	thrombin-inhibitory
CMNPD4855	cytotoxic
CMNPD4856	calmodulin antagonist
CMNPD4879	anti-tumour agent
CMNPD4880	potent actomyosin ATPase activator
CMNPD4891	antimicrobial | genotoxicity | cytotoxicity in the E. coli PQ37 SOS chromotest
CMNPD4895	antimicrobial | mild tyrosine kinase inhibition
CMNPD4897	cytotoxic
CMNPD4898	antimicrobial
CMNPD4899	antifungal | antineoplastic
CMNPD4906	cytotoxic
CMNPD4907	cytotoxicity | antifungal
CMNPD4908	cytotoxicity | antifungal
CMNPD4909	cytotoxicity | antifungal
CMNPD4918	in vivo anti-inflammatory
CMNPD4926	antitumor
CMNPD4927	antiviral | cytotoxic
CMNPD4928	antiviral | cytotoxic
CMNPD4929	antiviral | cytotoxic
CMNPD4930	antiviral | cytotoxic
CMNPD4933	antimicrobial
CMNPD4934	antimicrobial
CMNPD4935	antimicrobial
CMNPD4937	antimicrobial
CMNPD4939	cytotoxicity | antimicrobial | anti-HIV- 1 reverse transcriptase activities
CMNPD4940	cytotoxicity | antimicrobial | anti-HIV- 1 reverse transcriptase activities
CMNPD4941	cytotoxicity | antimicrobial | anti-HIV- 1 reverse transcriptase activities
CMNPD4942	cytotoxicity | antimicrobial | anti-HIV- 1 reverse transcriptase activities
CMNPD4943	cytotoxicity | antimicrobial | anti-HIV- 1 reverse transcriptase activities
CMNPD4944	cytotoxicity | antimicrobial | anti-HIV- 1 reverse transcriptase activities
CMNPD4945	in vitro cytotoxicity | antiviral
CMNPD4946	antimicrobial | cytotoxic
CMNPD4947	antiviral agent
CMNPD4964	antiparasitic
CMNPD5003	anti-inflammatory
CMNPD5013	cytotoxicity against the P-388 cell line
CMNPD5017	aldose reductase inhibitor
CMNPD5018	mildly cytotoxic
CMNPD5019	mildly cytotoxic
CMNPD5020	antineoplastic
CMNPD5021	antineoplastic
CMNPD5022	antineoplastic
CMNPD5023	antineoplastic
CMNPD5024	antineoplastic
CMNPD5025	antineoplastic
CMNPD5036	antiviral
CMNPD5037	antiviral
CMNPD5038	antiviral
CMNPD5039	antiviral
CMNPD5040	antiviral
CMNPD5060	antifouling activity
CMNPD5083	inhibit insect growth
CMNPD5084	inhibit insect growth
CMNPD5101	anti-inflammatory | inhibit chemically-induced inflammation in the mouse ear assay
CMNPD5102	anti-inflammatory | inhibit chemically-induced inflammation in the mouse ear assay | inhibit leukotriene synthesis
CMNPD5103	anti-inflammatory
CMNPD5104	anti-inflammatory
CMNPD5113	anti-inflammatory
CMNPD5114	anti-inflammatory
CMNPD5115	anti-inflammatory
CMNPD5116	anti-inflammatory
CMNPD5117	anti-inflammatory
CMNPD5122	anti-inflammatory
CMNPD5133	toxic to brine shrimp
CMNPD5134	toxic to brine shrimp
CMNPD5135	cytotoxic
CMNPD5150	cytotoxic
CMNPD5152	cytostatic
CMNPD5157	cytotoxic
CMNPD5160	mildly active against the P-388 cell line
CMNPD5165	antineoplastic
CMNPD5172	ichthyotoxic
CMNPD5173	ichthyotoxic
CMNPD5174	ichthyotoxic
CMNPD5175	ichthyotoxic
CMNPD5176	ichthyotoxic
CMNPD5177	ichthyotoxic
CMNPD5178	ichthyotoxic
CMNPD5209	inhibit 5- and 15-lipoxygenases | bind weakly to leukotriene B4 receptors
CMNPD5210	inhibit 5- and 15-lipoxygenases | bind weakly to leukotriene B4 receptors
CMNPD5211	cytotoxic | antifungal
CMNPD5212	cytotoxic | antifungal
CMNPD5213	cytotoxic | antifungal
CMNPD5214	cytotoxic | antifungal
CMNPD5215	antineoplastic
CMNPD5216	antineoplastic
CMNPD5217	antimicrobial
CMNPD5218	cytotoxic
CMNPD5221	antimicrobial
CMNPD5222	antimicrobial
CMNPD5223	antimicrobial
CMNPD5224	antimicrobial
CMNPD5225	antimicrobial
CMNPD5226	antimicrobial
CMNPD5227	antimicrobial
CMNPD5228	antimicrobial
CMNPD5232	ichthyodeterrent
CMNPD5236	cytotoxic
CMNPD5237	cytotoxic
CMNPD5238	cytotoxic
CMNPD5239	cytotoxic
CMNPD5240	cytotoxic
CMNPD5241	cytotoxic
CMNPD5242	cytotoxic | antifungal
CMNPD5244	cytotoxic
CMNPD5248	antimicrobial | cytotoxic
CMNPD5249	antimicrobial | cytotoxic
CMNPD5252	cytotoxic
CMNPD5253	cytotoxic
CMNPD5257	cytotoxic
CMNPD5258	HIV-1 protease inhibitor
CMNPD5259	HIV-1 protease inhibitor
CMNPD5268	cytotoxic
CMNPD5300	antiviral | cytotoxic
CMNPD5301	antiviral | cytotoxic
CMNPD5302	antiviral | cytotoxic
CMNPD5303	antimicrobial
CMNPD5304	antimicrobial
CMNPD5306	antibiotic
CMNPD5307	antibiotic
CMNPD5308	moderate antimicrobial
CMNPD5309	moderate antimicrobial
CMNPD5310	moderate antimicrobial
CMNPD5311	moderate antimicrobial
CMNPD5313	mildly cytotoxic
CMNPD5314	mildly cytotoxic
CMNPD5315	mildly cytotoxic
CMNPD5316	toxin
CMNPD5317	toxin
CMNPD5321	potent antifungal
CMNPD5322	potent antifungal
CMNPD5323	potent antifungal
CMNPD5324	potent antifungal
CMNPD5332	immunosuppressive
CMNPD5333	immunosuppressive
CMNPD5334	toxic
CMNPD5336	provide in vivo protection against Semeliki Forest Virus (SFV) in mouse
CMNPD5337	fish feeding inhibitor
CMNPD5349	cytokinin
CMNPD5361	cytotoxic
CMNPD5362	cytotoxic
CMNPD5363	cytotoxic
CMNPD5370	insecticidal properties
CMNPD5388	cytotoxicity | antitumour
CMNPD5403	antimicrobial
CMNPD5404	antimicrobial | inhibited Na+/K+-ATPase
CMNPD5405	inhibit the activity of HIV-1 protease
CMNPD5406	inhibit the activity of HIV-1 protease
CMNPD5407	inhibit the activity of HIV-1 protease
CMNPD5408	inhibit the activity of HIV-1 protease
CMNPD5409	inhibit the activity of HIV-1 protease
CMNPD5410	inhibit the activity of HIV-1 protease
CMNPD5411	toxic in the brine shrimp assay
CMNPD5412	toxic in the brine shrimp assay
CMNPD5413	toxic in the brine shrimp assay
CMNPD5414	toxic in the brine shrimp assay
CMNPD5416	cytotoxic
CMNPD5425	weakly cytotoxic
CMNPD5426	cytotoxic
CMNPD5427	cytotoxic
CMNPD5428	cytotoxic
CMNPD5429	cytotoxic
CMNPD5430	cytotoxic
CMNPD5431	cytotoxic
CMNPD5432	cytotoxic
CMNPD5433	cytotoxic
CMNPD5434	cytotoxic
CMNPD5435	cytotoxic
CMNPD5436	cytotoxic
CMNPD5437	cytotoxic
CMNPD5438	cytotoxic
CMNPD5439	ichthyotoxic
CMNPD5440	ichthyotoxic
CMNPD5441	antibacterial | cytotoxic | antiplasmodial activity against chloroquine-resistant Plasmodium falciparum
CMNPD5442	antibacterial | cytotoxic
CMNPD5449	antitumour agent
CMNPD5450	antitumour agent
CMNPD5452	potent protein phosphatase inhibitor
CMNPD5454	cytotoxic
CMNPD5455	cytotoxic
CMNPD5456	cytotoxic
CMNPD5457	cytotoxic
CMNPD5458	cytotoxic
CMNPD5460	cytotoxic
CMNPD5461	potent thrombin inhibitor
CMNPD5462	thrombin-inhibitory
CMNPD5463	cytotoxic
CMNPD5464	cytotoxic
CMNPD5465	cytotoxic
CMNPD5466	cytotoxic | antimicrobial
CMNPD5467	cytotoxic | antimicrobial
CMNPD5468	cytotoxic | antimicrobial
CMNPD5469	cytotoxic | antimicrobial
CMNPD5470	ichthyotoxic | cytotoxic
CMNPD5471	ichthyotoxic | cytotoxic
CMNPD5473	cytotoxic
CMNPD5474	cytotoxic
CMNPD5475	cytotoxic
CMNPD5476	cytotoxic
CMNPD5477	cytotoxic
CMNPD5478	antimicrobial | cytotoxic
CMNPD5487	antimicrobial | cytotoxic
CMNPD5491	cytotoxic
CMNPD5492	antiviral
CMNPD5493	antiviral
CMNPD5494	cytotoxic
CMNPD5500	antimicrobial
CMNPD5504	cause the differentiation of K562 leukemia cells into erythrocytes
CMNPD5513	cytotoxic
CMNPD5514	cytotoxin
CMNPD5515	cytotoxin
CMNPD5516	cytotoxin
CMNPD5517	cytotoxin
CMNPD5518	cytotoxin
CMNPD5520	protein tyrosine kinase inhibitory activity
CMNPD5522	Na+/K+-ATPase inhibitor
CMNPD5523	Na+/K+-ATPase inhibitor
CMNPD5524	Na+/K+-ATPase inhibitor
CMNPD5525	Na+/K+-ATPase inhibitor
CMNPD5526	Na+/K+-ATPase inhibitor
CMNPD5527	Na+/K+-ATPase inhibitor
CMNPD5529	antifungal
CMNPD5530	antifungal
CMNPD5545	cytotoxic
CMNPD5546	cytotoxic
CMNPD5547	cytotoxic
CMNPD5548	cytotoxic
CMNPD5553	cytotoxic
CMNPD5556	toxic to brine shrimp
CMNPD5557	toxic to brine shrimp
CMNPD5558	toxic to brine shrimp
CMNPD5559	toxic to brine shrimp
CMNPD5560	cytotoxic
CMNPD5561	cytotoxic
CMNPD5562	cytotoxic
CMNPD5564	antileukaemic
CMNPD5572	Ca2+-ATPase activator
CMNPD5577	antibacterial
CMNPD5578	antibacterial
CMNPD5579	antibacterial
CMNPD5580	antibacterial
CMNPD5581	cytotoxic
CMNPD5582	cytotoxic
CMNPD5583	cytotoxic
CMNPD5584	cytotoxic
CMNPD5585	cytotoxic
CMNPD5616	ichthyotoxic | fish feeding inhibitor
CMNPD5630	moderate cytotoxicity against KB cells
CMNPD5631	moderate cytotoxicity against KB cells
CMNPD5635	inhibit the release of anti-IgE induced histamine release from rat peritoneal mast cells
CMNPD5636	inhibit the release of anti-IgE induced histamine release from rat peritoneal mast cells
CMNPD5652	inhibit the anti-IgE-induced release of histamine from rat mast cells
CMNPD5653	inhibit the anti-IgE-induced release of histamine from rat mast cells
CMNPD5654	cytotoxic
CMNPD5655	cytotoxic
CMNPD5658	antifungal | antithrombin
CMNPD5659	antifungal | antithrombin
CMNPD5660	antifungal | antithrombin
CMNPD5661	antifungal | antithrombin
CMNPD5662	antifungal | antithrombin
CMNPD5664	toxic
CMNPD5665	toxic
CMNPD5666	toxic
CMNPD5667	antifungal | cytotoxic
CMNPD5668	antifungal | cytotoxic
CMNPD5669	antifungal | cytotoxic
CMNPD5670	inhibitor of cell division in the fertilized sea-urchin egg assay
CMNPD5683	cytotoxic
CMNPD5706	toxic
CMNPD5707	toxic
CMNPD5710	cytotoxic to P388 murine leukaemia cells
CMNPD5712	cytotoxic to P388 murine leukaemia cells
CMNPD5729	cytotoxic to P388 murine leukaemia cells
CMNPD5744	lethal to brine shrimp
CMNPD5745	lethal to brine shrimp
CMNPD5746	lethal to brine shrimp
CMNPD5747	lethal to brine shrimp
CMNPD5775	cytotoxic
CMNPD5784	cytotoxic
CMNPD5785	cytotoxic
CMNPD5786	cytotoxic
CMNPD5787	fish feeding deterrent
CMNPD5790	ichthyotoxic
CMNPD5791	ichthyotoxic
CMNPD5792	antioxidant
CMNPD5794	antineoplastic
CMNPD5795	anti-microbial
CMNPD5796	anti-microbial
CMNPD5797	anti-microbial
CMNPD5798	anti-microbial
CMNPD5799	anti-microbial
CMNPD5800	anti-microbial
CMNPD5801	cytotoxic
CMNPD5803	cytotoxic protein kinase C inhibitor
CMNPD5806	cytotoxic
CMNPD5807	cytotoxic
CMNPD5808	cytotoxic
CMNPD5809	cytotoxic
CMNPD5812	cytotoxic
CMNPD5814	central nervous system depressant
CMNPD5845	ichthyotoxic
CMNPD5846	cytotoxin
CMNPD5847	cytotoxin
CMNPD5848	cytotoxin
CMNPD5852	cytotoxic against KB and LoVo cells | exhibit antiviral activity against HSV-1
